Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,Avg>2.5,Avg<2.5,HomeResult,AwayResult
Belgian Pro,2021-08-14,Seraing,Oostende,2,3,W,1.0,0.0,H,10.0,12.0,3.0,7.0,7.0,17.0,3.0,6.0,4.0,5.0,0.0,1.0,1.69,2.16,L,W
Belgian Pro,2021-08-14,Eupen,St Truiden,2,1,L,1.0,0.0,H,8.0,18.0,5.0,5.0,18.0,10.0,5.0,8.0,4.0,2.0,0.0,0.0,1.79,2.02,W,L
Belgian Pro,2021-08-14,St. Gilloise,Kortrijk,2,0,L,1.0,0.0,H,24.0,2.0,8.0,2.0,11.0,20.0,10.0,2.0,0.0,6.0,0.0,1.0,1.83,1.98,W,L
Premier League,2021-08-14,Norwich,Liverpool,0,3,W,0.0,1.0,A,14.0,19.0,3.0,8.0,4.0,14.0,3.0,11.0,1.0,1.0,0.0,0.0,1.52,2.59,L,W
Premier League,2021-08-14,Watford,Aston Villa,3,2,L,2.0,0.0,H,13.0,11.0,7.0,2.0,18.0,13.0,2.0,4.0,3.0,1.0,0.0,0.0,2.03,1.82,W,L
Premier League,2021-08-14,Leicester,Wolves,1,0,L,1.0,0.0,H,9.0,17.0,5.0,3.0,6.0,10.0,5.0,4.0,1.0,2.0,0.0,0.0,2.04,1.81,W,L
League Two,2021-08-14,Walsall,Forest Green,1,3,W,0.0,3.0,A,8.0,20.0,4.0,7.0,12.0,10.0,5.0,9.0,1.0,3.0,0.0,0.0,2.28,1.62,L,W
Premier League,2021-08-14,Everton,Southampton,3,1,L,0.0,1.0,A,14.0,6.0,6.0,3.0,13.0,15.0,6.0,8.0,2.0,0.0,0.0,0.0,2.07,1.79,W,L
Premier League,2021-08-14,Man United,Leeds,5,1,L,1.0,0.0,H,16.0,10.0,8.0,3.0,11.0,9.0,5.0,4.0,1.0,2.0,0.0,0.0,1.65,2.29,W,L
League One,2021-08-14,Wigan,Rotherham,1,0,L,0.0,0.0,D,9.0,11.0,2.0,2.0,15.0,16.0,4.0,6.0,4.0,1.0,0.0,0.0,1.93,1.87,W,L
League One,2021-08-14,Sheffield Weds,Doncaster,2,0,L,0.0,0.0,D,11.0,12.0,4.0,3.0,13.0,13.0,6.0,4.0,0.0,3.0,0.0,0.0,1.95,1.86,W,L
League One,2021-08-14,Portsmouth,Crewe,2,0,L,0.0,0.0,D,15.0,4.0,5.0,1.0,10.0,9.0,6.0,3.0,0.0,1.0,0.0,0.0,2.01,1.8,W,L
League One,2021-08-14,Plymouth,Gillingham,1,0,L,0.0,0.0,D,17.0,5.0,3.0,1.0,8.0,11.0,9.0,5.0,1.0,2.0,0.0,0.0,1.83,1.98,W,L
League One,2021-08-14,Oxford,Charlton,2,1,L,2.0,1.0,H,11.0,10.0,5.0,3.0,10.0,16.0,5.0,6.0,2.0,2.0,0.0,0.0,1.95,1.86,W,L
League One,2021-08-14,Morecambe,Shrewsbury,2,0,L,2.0,0.0,H,10.0,11.0,6.0,1.0,13.0,18.0,4.0,7.0,2.0,3.0,0.0,0.0,2.09,1.73,W,L
League One,2021-08-14,Milton Keynes Dons,Sunderland,1,2,W,0.0,1.0,A,17.0,7.0,8.0,5.0,8.0,12.0,6.0,7.0,2.0,4.0,0.0,0.0,1.96,1.85,L,W
League One,2021-08-14,Cheltenham,Wycombe,1,3,W,1.0,1.0,D,13.0,11.0,6.0,6.0,9.0,9.0,7.0,8.0,2.0,0.0,0.0,0.0,2.16,1.68,L,W
League One,2021-08-14,Burton,Ipswich,2,1,L,1.0,1.0,D,11.0,11.0,2.0,3.0,17.0,8.0,3.0,7.0,3.0,0.0,0.0,0.0,2.16,1.68,W,L
League One,2021-08-14,AFC Wimbledon,Bolton,3,3,D,1.0,2.0,A,16.0,8.0,4.0,4.0,12.0,9.0,6.0,3.0,4.0,2.0,0.0,0.0,2.12,1.72,D,D
Premier League,2021-08-14,Chelsea,Crystal Palace,3,0,L,2.0,0.0,H,13.0,4.0,6.0,1.0,15.0,11.0,5.0,2.0,0.0,0.0,0.0,0.0,1.79,2.06,W,L
League Two,2021-08-14,Barrow,Hartlepool,3,2,L,1.0,1.0,D,10.0,14.0,3.0,5.0,10.0,12.0,2.0,1.0,2.0,1.0,0.0,0.0,2.18,1.67,W,L
League One,2021-08-14,Lincoln,Fleetwood Town,2,1,L,0.0,1.0,A,9.0,11.0,3.0,7.0,8.0,16.0,3.0,4.0,3.0,3.0,0.0,0.0,2.11,1.72,W,L
La Liga,2021-08-14,Mallorca,Betis,1,1,D,1.0,0.0,H,6.0,10.0,2.0,1.0,12.0,18.0,4.0,3.0,1.0,3.0,0.0,0.0,2.02,1.82,D,D
Bundesliga,2021-08-14,Augsburg,Hoffenheim,0,4,W,0.0,1.0,A,7.0,15.0,0.0,8.0,8.0,9.0,6.0,5.0,1.0,2.0,0.0,0.0,1.62,2.33,L,W
Bundesliga,2021-08-14,Dortmund,Ein Frankfurt,5,2,L,3.0,1.0,H,12.0,12.0,7.0,3.0,5.0,14.0,7.0,3.0,0.0,0.0,0.0,0.0,1.35,3.21,W,L
Bundesliga,2021-08-14,Wolfsburg,Bochum,1,0,L,1.0,0.0,H,21.0,7.0,9.0,1.0,9.0,7.0,5.0,2.0,0.0,2.0,0.0,1.0,1.6,2.38,W,L
Bundesliga,2021-08-14,Stuttgart,Greuther Furth,5,1,L,2.0,0.0,H,30.0,8.0,15.0,4.0,11.0,8.0,9.0,2.0,0.0,1.0,0.0,0.0,1.6,2.38,W,L
La Liga,2021-08-14,Osasuna,Espanol,0,0,D,0.0,0.0,D,14.0,10.0,1.0,3.0,18.0,12.0,4.0,6.0,3.0,3.0,0.0,0.0,2.33,1.62,D,D
Bundesliga,2021-08-14,Union Berlin,Leverkusen,1,1,D,1.0,1.0,D,8.0,16.0,5.0,4.0,13.0,5.0,1.0,6.0,0.0,1.0,0.0,0.0,1.87,1.96,D,D
Bundesliga,2021-08-14,Bielefeld,Freiburg,0,0,D,0.0,0.0,D,10.0,14.0,4.0,6.0,13.0,10.0,4.0,9.0,3.0,4.0,0.0,0.0,1.99,1.84,D,D
La Liga,2021-08-14,Alaves,Real Madrid,1,4,W,0.0,0.0,D,11.0,19.0,4.0,7.0,14.0,10.0,0.0,4.0,1.0,2.0,0.0,0.0,1.76,2.09,L,W
Ligue 1,2021-08-15,Angers,Lyon,3,0,L,1.0,0.0,H,13.0,8.0,6.0,3.0,11.0,17.0,6.0,4.0,1.0,5.0,0.0,1.0,1.76,2.08,W,L
Ligue 1,2021-08-15,Marseille,Bordeaux,2,2,D,2.0,0.0,H,10.0,8.0,2.0,2.0,6.0,11.0,3.0,4.0,2.0,2.0,1.0,0.0,1.87,1.96,D,D
Ligue 1,2021-08-15,Clermont,Troyes,2,0,L,0.0,0.0,D,18.0,6.0,8.0,1.0,6.0,11.0,9.0,2.0,1.0,3.0,0.0,1.0,2.11,1.74,W,L
Ligue 1,2021-08-15,Lens,St Etienne,2,2,D,1.0,1.0,D,22.0,12.0,7.0,7.0,10.0,17.0,7.0,2.0,1.0,6.0,0.0,0.0,1.96,1.86,D,D
Ligue 1,2021-08-15,Reims,Montpellier,3,3,D,2.0,3.0,A,19.0,15.0,9.0,5.0,11.0,12.0,8.0,7.0,2.0,1.0,0.0,0.0,2.07,1.77,D,D
Bundesliga,2021-08-15,Mainz,RB Leipzig,1,0,L,1.0,0.0,H,7.0,15.0,2.0,2.0,10.0,8.0,5.0,11.0,1.0,2.0,0.0,0.0,1.54,2.5,W,L
Bundesliga,2021-08-15,FC Koln,Hertha,3,1,L,1.0,1.0,D,15.0,11.0,5.0,5.0,18.0,14.0,4.0,5.0,4.0,2.0,0.0,0.0,1.96,1.88,W,L
Premier League,2021-08-15,Tottenham,Man City,1,0,L,0.0,0.0,D,13.0,18.0,3.0,4.0,11.0,8.0,3.0,11.0,2.0,1.0,0.0,0.0,1.85,2.01,W,L
Premier League,2021-08-15,Newcastle,West Ham,2,4,W,2.0,1.0,H,17.0,8.0,3.0,9.0,4.0,3.0,7.0,6.0,1.0,0.0,0.0,0.0,1.95,1.9,L,W
Ligue 1,2021-08-15,Nantes,Metz,2,0,L,1.0,0.0,H,11.0,10.0,7.0,5.0,18.0,11.0,6.0,6.0,2.0,0.0,0.0,0.0,2.3,1.63,W,L
Portugal Prem,2021-08-15,Santa Clara,Moreirense,2,2,D,0.0,0.0,D,17.0,10.0,4.0,4.0,13.0,21.0,5.0,4.0,5.0,4.0,0.0,1.0,2.31,1.61,D,D
Ligue 1,2021-08-15,Brest,Rennes,1,1,D,0.0,0.0,D,10.0,6.0,5.0,2.0,7.0,16.0,6.0,11.0,2.0,3.0,0.0,0.0,1.85,1.98,D,D
Portugal Prem,2021-08-15,Portimonense,Gil Vicente,0,1,W,0.0,0.0,D,18.0,7.0,5.0,4.0,11.0,18.0,5.0,4.0,3.0,2.0,0.0,0.0,2.47,1.54,L,W
Belgian Pro,2021-08-15,Waregem,Club Brugge,0,4,W,0.0,1.0,A,3.0,20.0,1.0,11.0,8.0,10.0,3.0,7.0,2.0,4.0,0.0,1.0,1.51,2.51,L,W
Eredivisie,2021-08-15,Willem II,Feyenoord,0,4,W,0.0,2.0,A,6.0,21.0,3.0,9.0,5.0,11.0,5.0,4.0,1.0,0.0,1.0,0.0,1.56,2.4,L,W
Belgian Pro,2021-08-15,Cercle Brugge,Anderlecht,1,2,W,1.0,2.0,A,8.0,17.0,2.0,6.0,9.0,11.0,7.0,7.0,2.0,0.0,0.0,0.0,1.95,1.86,L,W
Belgian Pro,2021-08-15,Gent,Mechelen,2,0,L,1.0,0.0,H,20.0,6.0,8.0,3.0,10.0,11.0,13.0,2.0,2.0,2.0,0.0,0.0,1.53,2.46,W,L
Belgian Pro,2021-08-15,Beerschot VA,Standard,0,1,W,0.0,0.0,D,14.0,8.0,4.0,1.0,16.0,14.0,3.0,3.0,2.0,1.0,0.0,0.0,1.7,2.13,L,W
Eredivisie,2021-08-15,Zwolle,Vitesse,0,1,W,0.0,1.0,A,15.0,14.0,5.0,6.0,8.0,17.0,6.0,2.0,0.0,2.0,0.0,0.0,1.79,2.03,L,W
Eredivisie,2021-08-15,Utrecht,Sparta Rotterdam,4,0,L,1.0,0.0,H,22.0,7.0,8.0,1.0,8.0,9.0,4.0,2.0,1.0,3.0,0.0,0.0,1.61,2.32,W,L
Eredivisie,2021-08-15,Cambuur,Groningen,1,2,W,0.0,1.0,A,6.0,11.0,3.0,7.0,12.0,11.0,2.0,8.0,0.0,0.0,0.0,0.0,1.77,2.05,L,W
La Liga,2021-08-15,Celta,Ath Madrid,1,2,W,0.0,1.0,A,10.0,13.0,2.0,4.0,11.0,9.0,2.0,5.0,4.0,5.0,1.0,1.0,2.21,1.69,L,W
Portugal Prem,2021-08-15,Famalicao,Porto,1,2,W,0.0,2.0,A,7.0,12.0,1.0,4.0,16.0,14.0,3.0,2.0,3.0,1.0,0.0,0.0,1.71,2.15,L,W
La Liga,2021-08-15,Barcelona,Sociedad,4,2,L,2.0,0.0,H,13.0,11.0,8.0,3.0,11.0,18.0,5.0,3.0,2.0,4.0,0.0,0.0,1.6,2.36,W,L
La Liga,2021-08-15,Sevilla,Vallecano,3,0,L,1.0,0.0,H,21.0,4.0,8.0,3.0,14.0,7.0,4.0,0.0,1.0,0.0,0.0,1.0,1.92,1.91,W,L
La Liga,2021-08-16,Elche,Ath Bilbao,0,0,D,0.0,0.0,D,8.0,9.0,2.0,3.0,13.0,19.0,6.0,8.0,2.0,2.0,0.0,0.0,2.34,1.61,D,D
La Liga,2021-08-16,Villarreal,Granada,0,0,D,0.0,0.0,D,14.0,6.0,4.0,1.0,19.0,21.0,6.0,2.0,5.0,1.0,1.0,0.0,1.85,1.98,D,D
Portugal Prem,2021-08-16,Belenenses,Maritimo,1,2,W,1.0,2.0,A,5.0,13.0,2.0,4.0,22.0,21.0,3.0,4.0,4.0,5.0,0.0,0.0,2.68,1.46,L,W
Portugal Prem,2021-08-16,Boavista,Pacos Ferreira,3,0,L,1.0,0.0,H,8.0,17.0,4.0,5.0,16.0,15.0,2.0,8.0,3.0,2.0,0.0,0.0,2.45,1.54,W,L
Championship,2021-08-17,Peterboro,Cardiff,2,2,D,0.0,0.0,D,8.0,9.0,3.0,3.0,9.0,18.0,0.0,6.0,1.0,2.0,0.0,0.0,2.22,1.66,D,D
Championship,2021-08-17,Swansea,Stoke,1,3,W,0.0,1.0,A,9.0,12.0,3.0,5.0,6.0,14.0,5.0,5.0,0.0,2.0,0.0,0.0,2.35,1.59,L,W
Championship,2021-08-17,Millwall,Fulham,1,2,W,0.0,2.0,A,7.0,16.0,2.0,6.0,11.0,11.0,2.0,5.0,4.0,2.0,0.0,0.0,2.34,1.59,L,W
League One,2021-08-17,Burton,Sunderland,1,0,L,0.0,0.0,D,12.0,20.0,1.0,7.0,10.0,6.0,5.0,9.0,2.0,2.0,0.0,0.0,2.12,1.71,W,L
Championship,2021-08-17,Huddersfield,Preston,1,0,L,0.0,0.0,D,7.0,8.0,0.0,2.0,12.0,7.0,4.0,4.0,3.0,2.0,0.0,0.0,2.28,1.63,W,L
League Two,2021-08-17,Colchester,Mansfield,1,1,D,0.0,0.0,D,10.0,17.0,4.0,5.0,7.0,19.0,3.0,6.0,1.0,2.0,0.0,0.0,2.37,1.57,D,D
League Two,2021-08-17,Port Vale,Carlisle,0,0,D,0.0,0.0,D,12.0,13.0,1.0,3.0,12.0,13.0,6.0,5.0,0.0,2.0,0.0,0.0,2.22,1.64,D,D
Championship,2021-08-17,Blackpool,Coventry,0,1,W,0.0,1.0,A,12.0,19.0,4.0,5.0,7.0,11.0,6.0,11.0,2.0,4.0,0.0,0.0,2.33,1.6,L,W
League Two,2021-08-17,Barrow,Exeter,0,0,D,0.0,0.0,D,14.0,5.0,2.0,2.0,6.0,11.0,10.0,1.0,3.0,2.0,0.0,0.0,2.15,1.68,D,D
Championship,2021-08-17,Barnsley,Luton,0,1,W,0.0,1.0,A,10.0,7.0,3.0,4.0,13.0,13.0,4.0,4.0,1.0,4.0,0.0,0.0,2.28,1.62,L,W
League Two,2021-08-17,Bristol Rvs,Oldham,1,0,L,1.0,0.0,H,14.0,9.0,2.0,2.0,9.0,15.0,4.0,5.0,2.0,3.0,0.0,0.0,1.93,1.85,W,L
League One,2021-08-17,Accrington,Doncaster,1,0,L,1.0,0.0,H,14.0,3.0,5.0,1.0,10.0,8.0,7.0,5.0,3.0,0.0,0.0,0.0,1.93,1.86,W,L
League One,2021-08-17,AFC Wimbledon,Gillingham,1,1,D,0.0,0.0,D,16.0,5.0,7.0,3.0,17.0,15.0,3.0,3.0,4.0,4.0,0.0,1.0,1.93,1.86,D,D
League Two,2021-08-17,Bradford,Stevenage,4,1,L,3.0,1.0,H,22.0,8.0,7.0,3.0,7.0,6.0,10.0,3.0,1.0,0.0,0.0,0.0,2.36,1.57,W,L
League Two,2021-08-17,Crawley Town,Salford,2,1,L,1.0,1.0,D,11.0,9.0,2.0,6.0,7.0,7.0,5.0,6.0,1.0,0.0,0.0,0.0,2.12,1.7,W,L
League Two,2021-08-17,Rochdale,Forest Green,1,2,W,0.0,1.0,A,10.0,11.0,2.0,3.0,9.0,11.0,4.0,6.0,1.0,0.0,0.0,0.0,1.98,1.81,L,W
Championship,2021-08-17,Reading,Bristol City,2,3,W,1.0,2.0,A,11.0,8.0,3.0,5.0,11.0,12.0,5.0,2.0,0.0,1.0,0.0,0.0,2.2,1.67,L,W
League One,2021-08-17,Lincoln,Bolton,0,1,W,0.0,0.0,D,15.0,10.0,6.0,2.0,9.0,10.0,2.0,4.0,1.0,0.0,0.0,0.0,1.92,1.87,L,W
League One,2021-08-17,Milton Keynes Dons,Charlton,2,1,L,1.0,1.0,D,12.0,7.0,3.0,3.0,10.0,17.0,4.0,3.0,2.0,2.0,0.0,0.0,1.88,1.91,W,L
League One,2021-08-17,Morecambe,Rotherham,0,1,W,0.0,0.0,D,8.0,15.0,0.0,8.0,9.0,16.0,7.0,10.0,2.0,2.0,0.0,0.0,1.87,1.92,L,W
League One,2021-08-17,Oxford,Crewe,1,0,L,1.0,0.0,H,13.0,7.0,1.0,1.0,11.0,12.0,9.0,3.0,2.0,3.0,0.0,0.0,1.85,1.95,W,L
League One,2021-08-17,Plymouth,Cambridge,1,1,D,0.0,0.0,D,11.0,7.0,4.0,3.0,10.0,12.0,7.0,3.0,2.0,5.0,0.0,0.0,1.94,1.86,D,D
League One,2021-08-17,Portsmouth,Shrewsbury,1,0,L,1.0,0.0,H,9.0,10.0,2.0,4.0,12.0,13.0,5.0,4.0,1.0,1.0,0.0,0.0,2.19,1.66,W,L
League One,2021-08-17,Sheffield Weds,Fleetwood Town,1,0,L,1.0,0.0,H,12.0,11.0,5.0,5.0,14.0,16.0,5.0,2.0,4.0,5.0,0.0,0.0,2.43,1.54,W,L
League One,2021-08-17,Wigan,Wycombe,1,1,D,0.0,0.0,D,8.0,12.0,3.0,4.0,9.0,18.0,1.0,4.0,3.0,2.0,0.0,0.0,2.0,1.79,D,D
League Two,2021-08-17,Walsall,Scunthorpe,1,1,D,0.0,0.0,D,17.0,10.0,1.0,2.0,13.0,12.0,5.0,3.0,1.0,2.0,0.0,0.0,2.07,1.74,D,D
League Two,2021-08-17,Swindon,Tranmere,0,0,D,0.0,0.0,D,13.0,14.0,6.0,3.0,15.0,22.0,7.0,4.0,1.0,3.0,0.0,0.0,2.03,1.77,D,D
League One,2021-08-17,Cheltenham,Ipswich,2,1,L,0.0,1.0,A,9.0,12.0,4.0,3.0,9.0,8.0,2.0,5.0,3.0,1.0,0.0,0.0,2.34,1.58,W,L
Championship,2021-08-18,Birmingham,Bournemouth,0,2,W,0.0,0.0,D,9.0,9.0,3.0,4.0,17.0,8.0,5.0,3.0,1.0,0.0,0.0,0.0,2.12,1.72,L,W
Championship,2021-08-18,Middlesbrough,QPR,2,3,W,1.0,0.0,H,14.0,8.0,6.0,6.0,14.0,17.0,7.0,1.0,2.0,1.0,0.0,1.0,2.08,1.75,L,W
Championship,2021-08-18,Nott'm Forest,Blackburn,1,2,W,0.0,0.0,D,7.0,9.0,4.0,7.0,13.0,15.0,3.0,1.0,1.0,3.0,1.0,0.0,2.1,1.73,L,W
Championship,2021-08-18,West Brom,Sheffield United,4,0,L,1.0,0.0,H,12.0,5.0,4.0,1.0,11.0,3.0,5.0,4.0,0.0,1.0,0.0,0.0,2.14,1.71,W,L
Championship,2021-08-18,Hull,Derby,0,1,W,0.0,0.0,D,9.0,13.0,2.0,5.0,7.0,11.0,5.0,3.0,1.0,3.0,0.0,0.0,2.08,1.74,L,W
Portugal Prem,2021-08-20,Moreirense,Sp Braga,2,3,W,0.0,2.0,A,13.0,16.0,5.0,7.0,14.0,10.0,6.0,0.0,4.0,2.0,0.0,0.0,1.97,1.83,L,W
Bundesliga,2021-08-20,RB Leipzig,Stuttgart,4,0,L,1.0,0.0,H,26.0,11.0,11.0,5.0,10.0,11.0,6.0,2.0,0.0,3.0,0.0,0.0,1.52,2.54,W,L
Eredivisie,2021-08-20,Nijmegen,Zwolle,2,0,L,2.0,0.0,H,8.0,17.0,3.0,1.0,15.0,15.0,2.0,5.0,4.0,3.0,0.0,1.0,1.83,1.97,W,L
Belgian Pro,2021-08-20,Standard,Oostende,1,0,L,0.0,0.0,D,17.0,8.0,5.0,1.0,13.0,19.0,6.0,3.0,4.0,4.0,0.0,1.0,1.5,2.52,W,L
Championship,2021-08-20,Bristol City,Swansea,0,1,W,0.0,1.0,A,15.0,8.0,5.0,4.0,14.0,14.0,1.0,2.0,4.0,6.0,0.0,0.0,2.22,1.66,L,W
Portugal Prem,2021-08-20,Arouca,Famalicao,2,1,L,0.0,1.0,A,22.0,10.0,6.0,5.0,18.0,22.0,10.0,9.0,4.0,4.0,0.0,0.0,2.3,1.61,W,L
Ligue 1,2021-08-20,Brest,Paris SG,2,4,W,1.0,2.0,A,11.0,16.0,3.0,8.0,8.0,7.0,3.0,9.0,1.0,2.0,0.0,0.0,1.43,2.81,L,W
La Liga,2021-08-20,Betis,Cadiz,1,1,D,1.0,1.0,D,16.0,8.0,7.0,3.0,12.0,10.0,4.0,5.0,4.0,0.0,0.0,0.0,1.89,1.94,D,D
Belgian Pro,2021-08-21,Oud-Heverlee Leuven,Eupen,1,4,W,0.0,2.0,A,14.0,21.0,6.0,8.0,8.0,12.0,2.0,6.0,2.0,3.0,0.0,0.0,1.66,2.2,L,W
League One,2021-08-21,Bolton,Oxford,2,1,L,1.0,1.0,D,14.0,13.0,4.0,7.0,7.0,17.0,7.0,6.0,0.0,3.0,0.0,0.0,1.86,1.94,W,L
Premier League,2021-08-21,Man City,Norwich,5,0,L,2.0,0.0,H,16.0,1.0,4.0,0.0,13.0,7.0,6.0,1.0,1.0,0.0,0.0,0.0,1.34,3.29,W,L
League One,2021-08-21,Wycombe,Lincoln,1,0,L,1.0,0.0,H,15.0,8.0,1.0,4.0,21.0,11.0,7.0,1.0,3.0,1.0,0.0,0.0,1.95,1.85,W,L
League Two,2021-08-21,Carlisle,Leyton Orient,1,1,D,1.0,0.0,H,7.0,5.0,2.0,2.0,13.0,13.0,4.0,4.0,0.0,5.0,0.0,0.0,2.03,1.77,D,D
League Two,2021-08-21,Exeter,Bristol Rvs,4,1,L,4.0,0.0,H,19.0,19.0,9.0,9.0,7.0,6.0,3.0,4.0,1.0,2.0,0.0,0.0,2.02,1.78,W,L
League Two,2021-08-21,Forest Green,Crawley Town,6,3,L,2.0,2.0,D,19.0,10.0,11.0,4.0,6.0,12.0,7.0,4.0,1.0,2.0,0.0,0.0,1.83,1.97,W,L
League Two,2021-08-21,Harrogate,Barrow,2,1,L,0.0,1.0,A,13.0,12.0,6.0,4.0,8.0,15.0,7.0,4.0,1.0,3.0,0.0,0.0,1.96,1.82,W,L
League One,2021-08-21,Rotherham,Sheffield Weds,0,2,W,0.0,0.0,D,14.0,7.0,2.0,5.0,17.0,12.0,8.0,0.0,1.0,4.0,0.0,0.0,2.33,1.59,L,W
Belgian Pro,2021-08-21,St Truiden,Kortrijk,0,2,W,0.0,1.0,A,24.0,11.0,4.0,2.0,16.0,6.0,6.0,7.0,3.0,3.0,0.0,0.0,1.97,1.83,L,W
La Liga,2021-08-21,Ath Bilbao,Barcelona,1,1,D,0.0,0.0,D,16.0,9.0,7.0,3.0,15.0,10.0,13.0,2.0,1.0,2.0,0.0,1.0,1.83,2.0,D,D
Premier League,2021-08-21,Brighton,Watford,2,0,L,2.0,0.0,H,13.0,10.0,3.0,1.0,11.0,6.0,7.0,2.0,4.0,0.0,0.0,0.0,2.24,1.67,W,L
League One,2021-08-21,Charlton,Wigan,0,2,W,0.0,0.0,D,9.0,13.0,1.0,4.0,17.0,13.0,5.0,3.0,3.0,1.0,0.0,0.0,1.99,1.81,L,W
League One,2021-08-21,Crewe,Accrington,0,1,W,0.0,1.0,A,10.0,12.0,3.0,2.0,19.0,16.0,6.0,6.0,3.0,6.0,1.0,0.0,1.91,1.88,L,W
Premier League,2021-08-21,Leeds,Everton,2,2,D,1.0,1.0,D,17.0,17.0,4.0,8.0,6.0,13.0,8.0,5.0,2.0,4.0,0.0,0.0,1.7,2.2,D,D
Premier League,2021-08-21,Crystal Palace,Brentford,0,0,D,0.0,0.0,D,7.0,14.0,2.0,3.0,12.0,9.0,3.0,5.0,3.0,1.0,0.0,0.0,2.32,1.62,D,D
Premier League,2021-08-21,Aston Villa,Newcastle,2,0,L,1.0,0.0,H,10.0,9.0,2.0,1.0,8.0,18.0,3.0,4.0,3.0,4.0,0.0,0.0,1.77,2.09,W,L
Premier League,2021-08-21,Liverpool,Burnley,2,0,L,1.0,0.0,H,27.0,9.0,9.0,3.0,6.0,12.0,8.0,4.0,0.0,0.0,0.0,0.0,1.54,2.5,W,L
League One,2021-08-21,Sunderland,AFC Wimbledon,1,0,L,0.0,0.0,D,12.0,5.0,6.0,2.0,13.0,11.0,8.0,3.0,3.0,1.0,0.0,0.0,1.84,1.95,W,L
League One,2021-08-21,Doncaster,Portsmouth,0,0,D,0.0,0.0,D,9.0,12.0,3.0,6.0,16.0,14.0,6.0,5.0,2.0,2.0,0.0,0.0,2.06,1.75,D,D
League One,2021-08-21,Gillingham,Morecambe,2,1,L,1.0,1.0,D,10.0,11.0,3.0,2.0,18.0,11.0,2.0,3.0,1.0,2.0,0.0,0.0,2.01,1.79,W,L
League One,2021-08-21,Ipswich,Milton Keynes Dons,2,2,D,1.0,0.0,H,11.0,19.0,4.0,8.0,13.0,8.0,8.0,8.0,2.0,1.0,0.0,0.0,1.89,1.9,D,D
League One,2021-08-21,Shrewsbury,Plymouth,0,3,W,0.0,1.0,A,17.0,5.0,1.0,4.0,19.0,8.0,11.0,1.0,2.0,1.0,0.0,0.0,2.13,1.7,L,W
La Liga,2021-08-21,Alaves,Mallorca,0,1,W,0.0,0.0,D,9.0,12.0,4.0,2.0,14.0,15.0,1.0,8.0,3.0,3.0,1.0,0.0,2.44,1.56,L,W
La Liga,2021-08-21,Espanol,Villarreal,0,0,D,0.0,0.0,D,14.0,12.0,3.0,2.0,10.0,10.0,9.0,7.0,3.0,4.0,0.0,0.0,2.15,1.72,D,D
La Liga,2021-08-21,Granada,Valencia,1,1,D,1.0,0.0,H,9.0,18.0,2.0,7.0,14.0,12.0,2.0,6.0,4.0,2.0,0.0,0.0,2.27,1.65,D,D
League One,2021-08-21,Cambridge,Burton,3,0,L,0.0,0.0,D,7.0,19.0,2.0,9.0,10.0,13.0,8.0,4.0,1.0,2.0,0.0,0.0,1.99,1.81,W,L
League One,2021-08-21,Fleetwood Town,Cheltenham,3,2,L,1.0,1.0,D,8.0,15.0,6.0,7.0,5.0,7.0,7.0,9.0,1.0,4.0,0.0,0.0,2.33,1.59,W,L
League Two,2021-08-21,Stevenage,Port Vale,1,1,D,1.0,1.0,D,13.0,12.0,7.0,4.0,13.0,16.0,3.0,5.0,0.0,3.0,0.0,0.0,2.27,1.61,D,D
Eredivisie,2021-08-21,PSV Eindhoven,Cambuur,4,1,L,2.0,0.0,H,25.0,8.0,8.0,4.0,6.0,9.0,11.0,3.0,0.0,1.0,0.0,0.0,1.4,2.88,W,L
Eredivisie,2021-08-21,Heerenveen,Waalwijk,3,2,L,3.0,0.0,H,11.0,17.0,4.0,3.0,7.0,11.0,2.0,7.0,1.0,3.0,0.0,0.0,1.59,2.31,W,L
Championship,2021-08-21,Sheffield United,Huddersfield,1,2,W,0.0,0.0,D,16.0,6.0,6.0,3.0,7.0,9.0,6.0,4.0,0.0,3.0,0.0,0.0,2.07,1.76,L,W
Championship,2021-08-21,Preston,Peterboro,1,0,L,1.0,0.0,H,16.0,9.0,7.0,2.0,14.0,7.0,5.0,1.0,2.0,0.0,0.0,0.0,2.21,1.67,W,L
League Two,2021-08-21,Hartlepool,Walsall,2,0,L,1.0,0.0,H,14.0,8.0,7.0,1.0,10.0,12.0,2.0,3.0,3.0,1.0,0.0,0.0,2.18,1.67,W,L
Portugal Prem,2021-08-21,Gil Vicente,Benfica,0,2,W,0.0,0.0,D,5.0,21.0,2.0,7.0,7.0,13.0,3.0,9.0,3.0,2.0,0.0,0.0,1.85,1.96,L,W
Portugal Prem,2021-08-21,Sp Lisbon,Belenenses,2,0,L,1.0,0.0,H,26.0,3.0,7.0,0.0,15.0,12.0,10.0,0.0,2.0,2.0,0.0,1.0,1.68,2.17,W,L
League Two,2021-08-21,Mansfield,Bradford,2,3,W,1.0,1.0,D,15.0,11.0,5.0,6.0,4.0,13.0,5.0,5.0,0.0,1.0,0.0,0.0,2.09,1.72,L,W
