Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,HTR,AvgH,AvgD,AvgA,HF,AF,HS,AS,HST,AST,HC,AC,HY,AY,HR,AR,FTR,Avg>2.5,Avg<2.5,SHG,SAG
I2,2024-10-06,Palermo,Salernitana,0.0,1.0,0.0,1.0,A,1.91,3.48,3.98,16.0,22.0,16.0,9.0,5.0,4.0,4.0,2.0,2.0,5.0,0.0,0.0,A,1.87,1.9,0.0,0.0
P1,2024-10-06,Porto,Sp Braga,2.0,1.0,1.0,0.0,H,1.59,4.16,5.32,14.0,9.0,6.0,17.0,3.0,3.0,1.0,5.0,2.0,2.0,0.0,0.0,H,1.66,2.22,1.0,1.0
SC0,2024-10-06,Rangers,St Johnstone,2.0,0.0,1.0,0.0,H,1.13,8.53,17.29,22.0,12.0,21.0,10.0,6.0,2.0,7.0,3.0,1.0,1.0,0.0,0.0,H,1.34,3.11,1.0,0.0
F1,2024-10-06,Reims,Montpellier,4.0,2.0,2.0,1.0,H,1.82,3.93,4.13,15.0,13.0,18.0,10.0,5.0,3.0,4.0,4.0,3.0,5.0,0.0,0.0,H,1.64,2.29,2.0,1.0
SC0,2024-10-06,Ross County,Celtic,1.0,2.0,1.0,0.0,H,13.87,7.8,1.16,11.0,11.0,8.0,23.0,5.0,6.0,1.0,9.0,3.0,1.0,0.0,0.0,A,1.34,3.08,0.0,2.0
SP1,2024-10-06,Sevilla,Betis,1.0,0.0,0.0,0.0,D,2.52,3.21,2.97,15.0,15.0,14.0,11.0,5.0,3.0,4.0,1.0,6.0,3.0,1.0,0.0,H,2.16,1.71,1.0,0.0
SP1,2024-10-06,Sociedad,Ath Madrid,1.0,1.0,0.0,1.0,A,3.31,3.16,2.35,10.0,9.0,16.0,4.0,8.0,1.0,5.0,1.0,0.0,2.0,0.0,0.0,D,2.42,1.57,1.0,0.0
B1,2024-10-06,St Truiden,Gent,1.0,1.0,0.0,1.0,A,3.26,3.67,2.07,7.0,9.0,30.0,14.0,12.0,3.0,9.0,5.0,1.0,3.0,0.0,0.0,D,1.73,2.09,1.0,0.0
F1,2024-10-06,Strasbourg,Lens,2.0,2.0,1.0,2.0,A,2.93,3.43,2.41,15.0,18.0,8.0,12.0,5.0,5.0,3.0,5.0,2.0,4.0,0.0,0.0,D,1.88,1.94,1.0,0.0
D1,2024-10-06,Stuttgart,Hoffenheim,1.0,1.0,0.0,1.0,A,1.31,6.32,8.07,10.0,7.0,18.0,7.0,7.0,5.0,10.0,5.0,1.0,4.0,0.0,0.0,D,1.23,4.05,1.0,0.0
E3,2024-10-07,Bradford,Newport County,3.0,1.0,1.0,0.0,H,1.45,4.4,6.52,13.0,11.0,9.0,9.0,5.0,2.0,3.0,2.0,2.0,3.0,0.0,0.0,H,1.72,2.07,2.0,1.0
SP2,2024-10-11,Tenerife,Zaragoza,2.0,3.0,1.0,0.0,H,2.41,2.76,3.42,16.0,15.0,9.0,18.0,2.0,10.0,3.0,7.0,4.0,3.0,1.0,0.0,A,2.75,1.42,1.0,3.0
E3,2024-10-12,AFC Wimbledon,Carlisle,4.0,0.0,3.0,0.0,H,1.77,3.6,4.42,16.0,10.0,13.0,3.0,4.0,1.0,6.0,2.0,2.0,2.0,0.0,0.0,H,1.9,1.86,1.0,0.0
E3,2024-10-12,Barrow,Morecambe,0.0,1.0,0.0,0.0,D,1.58,3.98,5.41,8.0,15.0,10.0,7.0,5.0,3.0,3.0,4.0,1.0,4.0,0.0,0.0,A,1.88,1.88,0.0,1.0
SP2,2024-10-12,Cadiz,Malaga,2.0,2.0,2.0,0.0,H,1.74,3.45,4.91,20.0,11.0,16.0,13.0,9.0,7.0,6.0,4.0,1.0,0.0,0.0,0.0,D,2.35,1.57,0.0,2.0
SP2,2024-10-12,Cartagena,Ferrol,0.0,1.0,0.0,0.0,D,2.5,2.87,3.13,15.0,8.0,7.0,5.0,1.0,2.0,3.0,1.0,3.0,0.0,0.0,0.0,A,2.58,1.48,0.0,1.0
E3,2024-10-12,Cheltenham,Swindon,2.0,3.0,0.0,2.0,A,2.59,3.31,2.62,13.0,12.0,15.0,11.0,3.0,4.0,1.0,2.0,2.0,5.0,0.0,0.0,A,1.92,1.84,2.0,1.0
E3,2024-10-12,Chesterfield,Notts County,2.0,2.0,1.0,1.0,D,1.96,3.66,3.49,9.0,8.0,13.0,15.0,6.0,6.0,5.0,9.0,3.0,3.0,0.0,0.0,D,1.59,2.28,1.0,1.0
E2,2024-10-12,Crawley Town,Shrewsbury,3.0,5.0,1.0,1.0,D,2.17,3.46,3.13,10.0,15.0,15.0,18.0,5.0,6.0,4.0,6.0,3.0,4.0,1.0,0.0,A,1.94,1.83,2.0,4.0
E3,2024-10-12,Doncaster,Crewe,1.0,1.0,0.0,0.0,D,1.74,3.67,4.5,7.0,9.0,20.0,9.0,5.0,2.0,9.0,2.0,0.0,3.0,0.0,0.0,D,1.9,1.85,1.0,1.0
SP2,2024-10-12,Eibar,Eldense,1.0,0.0,1.0,0.0,H,1.72,3.59,4.77,18.0,7.0,16.0,14.0,7.0,3.0,6.0,6.0,1.0,0.0,0.0,0.0,H,2.05,1.74,0.0,0.0
E3,2024-10-12,Gillingham,Accrington,1.0,2.0,0.0,0.0,D,1.74,3.69,4.45,10.0,17.0,8.0,14.0,2.0,7.0,4.0,3.0,1.0,3.0,0.0,0.0,A,1.92,1.84,1.0,2.0
E3,2024-10-12,Harrogate,Newport County,1.0,0.0,1.0,0.0,H,2.04,3.51,3.39,11.0,7.0,7.0,8.0,3.0,1.0,7.0,5.0,0.0,1.0,0.0,0.0,H,1.84,1.92,0.0,0.0
E3,2024-10-12,Milton Keynes Dons,Port Vale,0.0,1.0,0.0,0.0,D,2.16,3.39,3.21,9.0,14.0,8.0,12.0,3.0,6.0,9.0,5.0,1.0,3.0,0.0,0.0,A,1.94,1.82,0.0,1.0
E2,2024-10-12,Peterboro,Rotherham,3.0,3.0,1.0,3.0,A,2.32,3.55,2.8,9.0,13.0,13.0,11.0,6.0,6.0,8.0,3.0,3.0,1.0,0.0,0.0,D,1.7,2.09,2.0,0.0
E3,2024-10-12,Salford,Grimsby,1.0,2.0,1.0,2.0,A,2.2,3.39,3.12,16.0,11.0,26.0,6.0,10.0,4.0,9.0,1.0,3.0,4.0,0.0,0.0,A,1.87,1.89,0.0,0.0
E3,2024-10-12,Tranmere,Bradford,0.0,2.0,0.0,1.0,A,2.65,3.27,2.6,11.0,10.0,13.0,8.0,2.0,3.0,8.0,2.0,1.0,3.0,0.0,0.0,A,2.03,1.74,0.0,1.0
SP2,2024-10-13,Burgos,Mirandes,0.0,1.0,0.0,0.0,D,2.0,3.16,3.9,15.0,8.0,9.0,11.0,3.0,3.0,5.0,6.0,5.0,4.0,0.0,0.0,A,2.44,1.53,0.0,1.0
SP2,2024-10-13,Elche,La Coruna,0.0,0.0,0.0,0.0,D,2.42,3.03,3.01,12.0,21.0,13.0,10.0,1.0,5.0,4.0,3.0,2.0,2.0,0.0,0.0,D,2.19,1.64,0.0,0.0
SP2,2024-10-13,Granada,Cordoba,1.0,0.0,0.0,0.0,D,1.95,3.41,3.8,13.0,15.0,18.0,8.0,5.0,2.0,5.0,4.0,0.0,2.0,0.0,1.0,H,1.96,1.82,1.0,0.0
SP2,2024-10-13,Huesca,Albacete,2.0,2.0,1.0,2.0,A,2.51,2.9,3.09,14.0,14.0,9.0,5.0,2.0,2.0,6.0,5.0,3.0,5.0,0.0,0.0,D,2.4,1.53,1.0,0.0
SP2,2024-10-13,Oviedo,Almeria,3.0,2.0,2.0,1.0,H,2.35,3.2,3.01,15.0,20.0,24.0,8.0,10.0,5.0,6.0,0.0,2.0,3.0,0.0,2.0,H,2.04,1.75,1.0,1.0
SP2,2024-10-13,Santander,Levante,1.0,0.0,0.0,0.0,D,2.05,3.47,3.41,7.0,16.0,16.0,6.0,2.0,2.0,7.0,3.0,2.0,4.0,0.0,0.0,H,1.62,2.24,1.0,0.0
SP2,2024-10-14,Sp Gijon,Castellon,2.0,1.0,0.0,1.0,A,2.22,3.51,2.99,11.0,9.0,19.0,11.0,9.0,1.0,7.0,4.0,3.0,2.0,0.0,0.0,H,1.7,2.1,2.0,0.0
E2,2024-10-17,Shrewsbury,Exeter,0.0,2.0,0.0,1.0,A,2.98,3.32,2.32,11.0,12.0,13.0,9.0,5.0,4.0,3.0,4.0,0.0,1.0,0.0,0.0,A,1.98,1.79,0.0,1.0
SP1,2024-10-18,Alaves,Valladolid,2.0,3.0,1.0,1.0,D,1.65,3.82,5.82,15.0,14.0,10.0,12.0,4.0,4.0,5.0,6.0,6.0,2.0,1.0,0.0,A,2.15,1.72,1.0,2.0
I2,2024-10-18,Bari,Catanzaro,1.0,1.0,1.0,0.0,H,1.9,3.3,4.26,16.0,15.0,16.0,18.0,5.0,7.0,2.0,5.0,3.0,3.0,0.0,0.0,D,2.16,1.67,0.0,1.0
F2,2024-10-18,Bastia,Clermont,0.0,0.0,0.0,0.0,D,2.24,3.02,3.39,8.0,14.0,20.0,6.0,4.0,2.0,11.0,5.0,2.0,4.0,0.0,1.0,D,2.6,1.47,0.0,0.0
B1,2024-10-18,Beerschot VA,Anderlecht,2.0,1.0,1.0,0.0,H,5.78,4.49,1.5,16.0,2.0,10.0,26.0,2.0,8.0,4.0,9.0,4.0,0.0,0.0,0.0,H,1.53,2.42,1.0,1.0
SP2,2024-10-18,Cordoba,Cartagena,2.0,1.0,0.0,0.0,D,1.6,3.75,5.67,14.0,11.0,21.0,6.0,7.0,3.0,7.0,2.0,4.0,3.0,0.0,0.0,H,1.93,1.84,2.0,1.0
D1,2024-10-18,Dortmund,St Pauli,2.0,1.0,1.0,0.0,H,1.31,5.72,9.79,8.0,7.0,20.0,10.0,7.0,3.0,7.0,1.0,2.0,1.0,0.0,0.0,H,1.49,2.61,1.0,1.0
F2,2024-10-18,Grenoble,Metz,2.0,0.0,1.0,0.0,H,3.43,3.15,2.16,20.0,12.0,13.0,13.0,5.0,7.0,3.0,10.0,0.0,2.0,0.0,0.0,H,2.2,1.64,1.0,0.0
F2,2024-10-18,Guingamp,Pau FC,0.0,1.0,0.0,0.0,D,1.86,3.52,4.03,12.0,16.0,15.0,13.0,6.0,7.0,6.0,5.0,2.0,3.0,0.0,0.0,A,1.88,1.89,0.0,1.0
F2,2024-10-18,Laval,Dunkerque,3.0,2.0,3.0,0.0,H,2.16,3.19,3.4,22.0,11.0,3.0,14.0,3.0,7.0,0.0,3.0,1.0,2.0,0.0,0.0,H,2.23,1.63,0.0,2.0
E1,2024-10-18,Leeds,Sheffield United,2.0,0.0,0.0,0.0,D,1.9,3.53,4.11,10.0,10.0,13.0,5.0,4.0,0.0,7.0,3.0,1.0,2.0,0.0,0.0,H,2.05,1.77,2.0,0.0
F2,2024-10-18,Martigues,Rodez,0.0,2.0,0.0,2.0,A,3.57,3.18,2.11,8.0,11.0,12.0,12.0,6.0,6.0,4.0,4.0,2.0,1.0,0.0,0.0,A,2.0,1.78,0.0,0.0
F1,2024-10-18,Monaco,Lille,0.0,0.0,0.0,0.0,D,1.93,3.71,3.89,13.0,14.0,14.0,3.0,4.0,1.0,6.0,1.0,1.0,5.0,1.0,0.0,D,1.7,2.18,0.0,0.0
E3,2024-10-18,Newport County,Chesterfield,0.0,3.0,0.0,1.0,A,4.27,3.93,1.73,14.0,11.0,10.0,8.0,4.0,3.0,6.0,7.0,3.0,2.0,0.0,0.0,A,1.61,2.26,0.0,2.0
F2,2024-10-18,Red Star,Caen,2.0,2.0,0.0,1.0,A,2.61,3.15,2.7,8.0,14.0,17.0,10.0,10.0,2.0,10.0,7.0,2.0,1.0,0.0,0.0,D,2.09,1.72,2.0,1.0
N1,2024-10-19,AZ Alkmaar,PSV Eindhoven,1.0,2.0,0.0,2.0,A,4.23,4.03,1.75,5.0,11.0,5.0,17.0,2.0,5.0,0.0,3.0,0.0,0.0,1.0,0.0,A,1.58,2.35,1.0,0.0
E3,2024-10-19,Accrington,Barrow,1.0,0.0,1.0,0.0,H,2.89,3.34,2.36,17.0,10.0,6.0,12.0,2.0,2.0,2.0,9.0,4.0,1.0,0.0,0.0,H,1.99,1.77,0.0,0.0
F2,2024-10-19,Amiens,Ajaccio,3.0,1.0,2.0,1.0,H,2.17,2.88,3.81,11.0,18.0,15.0,14.0,9.0,4.0,4.0,4.0,1.0,2.0,0.0,0.0,H,2.67,1.43,1.0,0.0
SP1,2024-10-19,Ath Bilbao,Espanol,4.0,1.0,3.0,0.0,H,1.46,4.32,7.98,15.0,22.0,10.0,5.0,6.0,2.0,5.0,5.0,2.0,3.0,0.0,0.0,H,1.93,1.9,1.0,1.0
D1,2024-10-19,Bayern Munich,Stuttgart,4.0,0.0,0.0,0.0,D,1.35,5.77,7.7,6.0,10.0,22.0,4.0,10.0,1.0,7.0,3.0,0.0,2.0,0.0,0.0,H,1.31,3.42,4.0,0.0
E1,2024-10-19,Blackburn,Swansea,1.0,0.0,1.0,0.0,H,2.1,3.48,3.47,15.0,5.0,8.0,14.0,3.0,2.0,3.0,8.0,1.0,2.0,0.0,0.0,H,1.9,1.9,0.0,0.0
E2,2024-10-19,Blackpool,Barnsley,1.0,2.0,0.0,1.0,A,2.01,3.62,3.4,10.0,12.0,18.0,10.0,5.0,2.0,4.0,6.0,2.0,1.0,0.0,0.0,A,1.69,2.12,1.0,1.0
E2,2024-10-19,Bolton,Burton,2.0,1.0,0.0,0.0,D,1.37,4.9,7.33,9.0,9.0,18.0,8.0,5.0,4.0,8.0,4.0,2.0,3.0,0.0,0.0,H,1.57,2.34,2.0,1.0
E0,2024-10-19,Bournemouth,Arsenal,2.0,0.0,0.0,0.0,D,4.94,4.09,1.68,12.0,11.0,13.0,6.0,4.0,1.0,7.0,4.0,1.0,1.0,0.0,1.0,H,1.72,2.15,2.0,0.0
E3,2024-10-19,Bradford,Gillingham,2.0,1.0,2.0,1.0,H,2.15,3.1,3.59,10.0,13.0,16.0,6.0,6.0,3.0,8.0,4.0,5.0,4.0,0.0,0.0,H,2.08,1.71,0.0,0.0
I2,2024-10-19,Brescia,Sassuolo,2.0,5.0,1.0,1.0,D,2.86,3.21,2.48,15.0,4.0,20.0,21.0,8.0,8.0,3.0,3.0,2.0,3.0,0.0,0.0,A,1.96,1.82,1.0,4.0
F1,2024-10-19,Brest,Rennes,1.0,1.0,0.0,0.0,D,2.93,3.25,2.52,18.0,15.0,12.0,6.0,2.0,4.0,2.0,4.0,2.0,2.0,0.0,0.0,D,1.99,1.81,1.0,1.0
E3,2024-10-19,Bromley,Tranmere,1.0,2.0,0.0,0.0,D,2.07,3.38,3.44,9.0,11.0,25.0,11.0,8.0,3.0,9.0,6.0,1.0,5.0,0.0,0.0,A,2.0,1.76,1.0,2.0
E2,2024-10-19,Cambridge,Wigan,2.0,0.0,2.0,0.0,H,3.14,3.19,2.27,17.0,20.0,11.0,7.0,4.0,2.0,0.0,4.0,5.0,2.0,0.0,0.0,H,2.16,1.66,0.0,0.0
E1,2024-10-19,Cardiff,Plymouth,5.0,0.0,2.0,0.0,H,2.05,3.54,3.53,15.0,10.0,25.0,6.0,11.0,2.0,9.0,1.0,3.0,1.0,0.0,1.0,H,1.81,2.01,3.0,0.0
E3,2024-10-19,Carlisle,Harrogate,1.0,1.0,1.0,1.0,D,1.88,3.62,3.86,7.0,9.0,23.0,4.0,9.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,D,1.9,1.85,0.0,0.0
SP2,2024-10-19,Castellon,Levante,2.0,0.0,0.0,0.0,D,2.1,3.43,3.33,11.0,13.0,15.0,12.0,5.0,4.0,4.0,6.0,2.0,3.0,0.0,0.0,H,1.72,2.08,2.0,0.0
SP1,2024-10-19,Celta,Real Madrid,1.0,2.0,0.0,1.0,A,5.24,4.37,1.61,16.0,13.0,13.0,10.0,5.0,3.0,6.0,2.0,2.0,1.0,0.0,0.0,A,1.62,2.33,1.0,1.0
SC0,2024-10-19,Celtic,Aberdeen,2.0,2.0,2.0,0.0,H,1.23,6.52,10.72,12.0,15.0,32.0,8.0,7.0,4.0,19.0,2.0,1.0,5.0,0.0,0.0,D,1.41,2.79,0.0,2.0
B1,2024-10-19,Cercle Brugge,Dender,0.0,0.0,0.0,0.0,D,1.8,3.76,4.18,17.0,13.0,13.0,4.0,6.0,0.0,5.0,3.0,1.0,4.0,0.0,1.0,D,1.73,2.08,0.0,0.0
E2,2024-10-19,Charlton,Stockport,1.0,1.0,0.0,1.0,A,2.44,3.28,2.8,13.0,15.0,15.0,8.0,7.0,2.0,12.0,2.0,1.0,4.0,0.0,1.0,D,2.04,1.74,1.0,0.0
I2,2024-10-19,Cittadella,Cosenza,0.0,0.0,0.0,0.0,D,2.43,3.09,3.03,19.0,16.0,21.0,10.0,5.0,2.0,9.0,5.0,4.0,3.0,0.0,1.0,D,2.19,1.65,0.0,0.0
E3,2024-10-19,Colchester,Cheltenham,1.0,2.0,1.0,2.0,A,1.82,3.53,4.23,10.0,12.0,20.0,6.0,4.0,4.0,5.0,3.0,1.0,1.0,0.0,0.0,A,1.96,1.8,0.0,0.0
I1,2024-10-19,Como,Parma,1.0,1.0,1.0,1.0,D,2.0,3.72,3.64,14.0,10.0,11.0,9.0,3.0,3.0,7.0,4.0,1.0,2.0,0.0,0.0,D,1.65,2.27,0.0,0.0
E3,2024-10-19,Crewe,Salford,1.0,1.0,1.0,1.0,D,2.24,3.32,3.1,9.0,23.0,7.0,11.0,3.0,5.0,8.0,4.0,0.0,3.0,0.0,0.0,D,2.08,1.7,0.0,0.0
SC0,2024-10-19,Dundee United,Hibernian,3.0,2.0,1.0,1.0,D,2.36,3.31,2.99,14.0,14.0,8.0,8.0,4.0,4.0,5.0,5.0,2.0,2.0,0.0,1.0,H,1.93,1.85,2.0,1.0
D1,2024-10-19,Freiburg,Augsburg,3.0,1.0,3.0,0.0,H,1.74,3.91,4.75,11.0,7.0,15.0,9.0,6.0,3.0,5.0,4.0,1.0,1.0,0.0,0.0,H,1.7,2.18,0.0,1.0
E0,2024-10-19,Fulham,Aston Villa,1.0,3.0,1.0,1.0,D,2.44,3.5,2.89,8.0,11.0,10.0,14.0,4.0,5.0,6.0,11.0,3.0,3.0,1.0,1.0,A,1.73,2.14,0.0,2.0
I1,2024-10-19,Genoa,Bologna,2.0,2.0,0.0,1.0,A,3.74,3.15,2.18,20.0,12.0,10.0,12.0,4.0,7.0,1.0,7.0,2.0,0.0,0.0,0.0,D,2.33,1.62,2.0,1.0
SP1,2024-10-19,Girona,Sociedad,0.0,1.0,0.0,1.0,A,2.51,3.29,2.93,10.0,12.0,8.0,14.0,3.0,4.0,6.0,6.0,2.0,1.0,0.0,0.0,A,2.23,1.67,0.0,0.0
N1,2024-10-19,Go Ahead Eagles,Feyenoord,1.0,5.0,0.0,3.0,A,4.68,4.18,1.66,10.0,6.0,8.0,23.0,4.0,7.0,2.0,6.0,1.0,2.0,0.0,0.0,A,1.69,2.15,1.0,2.0
SP2,2024-10-19,Granada,Tenerife,4.0,0.0,2.0,0.0,H,1.67,3.53,5.39,11.0,10.0,18.0,6.0,12.0,0.0,7.0,1.0,3.0,2.0,0.0,0.0,H,2.22,1.63,2.0,0.0
E3,2024-10-19,Grimsby,Walsall,1.0,4.0,0.0,0.0,D,2.98,3.44,2.25,6.0,12.0,8.0,14.0,5.0,4.0,4.0,6.0,2.0,0.0,0.0,0.0,A,1.84,1.91,1.0,4.0
SC0,2024-10-19,Hearts,St Mirren,4.0,0.0,1.0,0.0,H,1.8,3.7,4.23,10.0,15.0,12.0,5.0,4.0,0.0,1.0,6.0,0.0,5.0,0.0,0.0,H,1.86,1.93,3.0,0.0
D1,2024-10-19,Hoffenheim,Bochum,3.0,1.0,1.0,0.0,H,1.7,4.44,4.38,10.0,12.0,12.0,13.0,7.0,4.0,4.0,2.0,1.0,1.0,0.0,0.0,H,1.4,2.96,2.0,1.0
E2,2024-10-19,Huddersfield,Bristol Rvs,3.0,1.0,2.0,0.0,H,1.49,4.35,5.89,9.0,13.0,16.0,3.0,10.0,1.0,9.0,1.0,1.0,2.0,0.0,0.0,H,1.67,2.14,1.0,1.0
E0,2024-10-19,Ipswich,Everton,0.0,2.0,0.0,2.0,A,2.4,3.42,3.01,12.0,10.0,13.0,11.0,2.0,8.0,5.0,8.0,1.0,1.0,0.0,0.0,A,1.83,2.01,0.0,0.0
I1,2024-10-19,Juventus,Lazio,1.0,0.0,0.0,0.0,D,2.05,3.31,3.94,16.0,9.0,16.0,2.0,3.0,1.0,7.0,1.0,4.0,2.0,0.0,1.0,H,2.22,1.68,1.0,0.0
SP2,2024-10-19,La Coruna,Eldense,1.0,1.0,1.0,1.0,D,1.82,3.46,4.34,14.0,16.0,26.0,6.0,7.0,2.0,16.0,4.0,3.0,4.0,0.0,0.0,D,2.09,1.72,0.0,0.0
D1,2024-10-19,Leverkusen,Ein Frankfurt,2.0,1.0,1.0,1.0,D,1.45,5.04,6.32,9.0,5.0,27.0,9.0,9.0,2.0,8.0,3.0,2.0,1.0,0.0,0.0,H,1.38,3.06,1.0,0.0
E2,2024-10-19,Lincoln,Birmingham,1.0,3.0,1.0,1.0,D,4.09,3.41,1.87,14.0,15.0,8.0,7.0,3.0,4.0,8.0,5.0,0.0,3.0,0.0,0.0,A,2.08,1.72,0.0,2.0
F2,2024-10-19,Lorient,Annecy,4.0,2.0,0.0,1.0,A,1.51,4.18,5.75,12.0,14.0,19.0,9.0,9.0,4.0,6.0,1.0,1.0,2.0,0.0,0.0,H,1.72,2.07,4.0,1.0
E1,2024-10-19,Luton,Watford,3.0,0.0,1.0,0.0,H,2.02,3.56,3.61,22.0,20.0,13.0,9.0,5.0,1.0,11.0,4.0,3.0,2.0,0.0,0.0,H,1.7,2.11,2.0,0.0
D1,2024-10-19,M'gladbach,Heidenheim,3.0,2.0,1.0,1.0,D,1.85,3.8,4.21,15.0,9.0,20.0,19.0,10.0,6.0,6.0,3.0,3.0,3.0,0.0,0.0,H,1.64,2.29,2.0,1.0
D1,2024-10-19,Mainz,RB Leipzig,0.0,2.0,0.0,2.0,A,4.04,3.83,1.88,12.0,15.0,16.0,11.0,2.0,5.0,5.0,3.0,1.0,3.0,0.0,0.0,A,1.66,2.26,0.0,0.0
SP2,2024-10-19,Malaga,Oviedo,0.0,0.0,0.0,0.0,D,2.68,2.9,2.84,11.0,23.0,12.0,20.0,4.0,7.0,6.0,6.0,2.0,3.0,0.0,1.0,D,2.54,1.49,0.0,0.0
E0,2024-10-19,Man United,Brentford,2.0,1.0,0.0,1.0,A,1.71,4.28,4.48,14.0,5.0,23.0,8.0,11.0,2.0,9.0,2.0,2.0,2.0,0.0,0.0,H,1.49,2.58,2.0,0.0
E2,2024-10-19,Mansfield,Stevenage,0.0,1.0,0.0,1.0,A,2.34,3.31,2.94,5.0,12.0,15.0,10.0,3.0,6.0,9.0,2.0,2.0,1.0,0.0,0.0,A,1.96,1.81,0.0,0.0
E1,2024-10-19,Middlesbrough,Bristol City,0.0,2.0,0.0,2.0,A,1.72,3.92,4.62,13.0,10.0,20.0,9.0,2.0,3.0,7.0,0.0,5.0,3.0,0.0,0.0,A,1.77,2.04,0.0,0.0
I1,2024-10-19,Milan,Udinese,1.0,0.0,1.0,0.0,H,1.39,5.07,8.0,3.0,14.0,10.0,13.0,5.0,1.0,8.0,4.0,2.0,3.0,1.0,0.0,H,1.59,2.39,0.0,0.0
E1,2024-10-19,Millwall,Derby,1.0,1.0,0.0,0.0,D,2.03,3.32,3.84,12.0,14.0,16.0,5.0,6.0,1.0,9.0,5.0,2.0,0.0,0.0,0.0,D,2.28,1.62,1.0,1.0
SP2,2024-10-19,Mirandes,Eibar,1.0,0.0,1.0,0.0,H,2.94,2.84,2.66,14.0,17.0,8.0,7.0,3.0,2.0,4.0,3.0,2.0,5.0,0.0,1.0,H,2.68,1.43,0.0,0.0
I2,2024-10-19,Modena,Palermo,2.0,2.0,0.0,2.0,A,2.39,2.95,3.25,11.0,10.0,16.0,12.0,4.0,5.0,7.0,6.0,3.0,2.0,0.0,0.0,D,2.29,1.59,2.0,0.0
E3,2024-10-19,Morecambe,Milton Keynes Dons,1.0,3.0,1.0,2.0,A,3.65,3.63,1.93,9.0,13.0,18.0,16.0,4.0,9.0,9.0,4.0,0.0,3.0,0.0,0.0,A,1.76,2.0,0.0,1.0
SC0,2024-10-19,Motherwell,Dundee,0.0,1.0,0.0,1.0,A,2.1,3.53,3.32,10.0,13.0,10.0,15.0,3.0,4.0,3.0,5.0,0.0,2.0,0.0,0.0,A,1.79,2.0,0.0,0.0
E0,2024-10-19,Newcastle,Brighton,0.0,1.0,0.0,1.0,A,2.01,3.88,3.51,11.0,9.0,21.0,10.0,6.0,5.0,9.0,4.0,2.0,2.0,0.0,0.0,A,1.51,2.56,0.0,0.0
N1,2024-10-19,Nijmegen,Heerenveen,3.0,0.0,1.0,0.0,H,1.94,3.79,3.62,17.0,17.0,12.0,8.0,5.0,2.0,4.0,4.0,0.0,3.0,0.0,0.0,H,1.63,2.23,2.0,0.0
E2,2024-10-19,Northampton,Leyton Orient,1.0,0.0,0.0,0.0,D,3.12,3.23,2.26,8.0,14.0,7.0,5.0,1.0,1.0,0.0,4.0,3.0,3.0,0.0,0.0,H,2.09,1.7,1.0,0.0
E3,2024-10-19,Notts County,AFC Wimbledon,1.0,0.0,0.0,0.0,D,2.38,3.48,2.76,13.0,19.0,12.0,16.0,3.0,8.0,3.0,1.0,3.0,2.0,0.0,0.0,H,1.72,2.05,1.0,0.0
SP1,2024-10-19,Osasuna,Betis,1.0,2.0,0.0,1.0,A,2.58,3.3,2.83,12.0,8.0,19.0,11.0,6.0,7.0,10.0,2.0,2.0,1.0,0.0,1.0,A,2.14,1.73,1.0,1.0
E1,2024-10-19,Oxford,West Brom,1.0,1.0,0.0,1.0,A,3.84,3.48,1.98,16.0,10.0,12.0,14.0,3.0,3.0,5.0,8.0,3.0,1.0,0.0,0.0,D,2.01,1.77,1.0,0.0
F1,2024-10-19,Paris SG,Strasbourg,4.0,2.0,1.0,0.0,H,1.27,6.44,9.77,10.0,12.0,18.0,16.0,10.0,8.0,5.0,5.0,2.0,2.0,0.0,0.0,H,1.35,3.19,3.0,2.0
E3,2024-10-19,Port Vale,Fleetwood Town,3.0,1.0,1.0,1.0,D,2.02,3.51,3.46,10.0,13.0,8.0,6.0,3.0,3.0,8.0,4.0,0.0,4.0,0.0,0.0,H,1.91,1.85,2.0,0.0
E1,2024-10-19,Preston,Coventry,1.0,0.0,0.0,0.0,D,2.8,3.32,2.53,12.0,12.0,18.0,12.0,3.0,1.0,9.0,9.0,4.0,0.0,0.0,0.0,H,1.94,1.84,1.0,0.0
E1,2024-10-19,QPR,Portsmouth,1.0,2.0,1.0,1.0,D,1.87,3.65,4.1,11.0,11.0,15.0,11.0,8.0,3.0,3.0,5.0,1.0,3.0,0.0,0.0,A,1.89,1.91,0.0,1.0
E2,2024-10-19,Reading,Crawley Town,4.0,1.0,2.0,1.0,H,1.69,4.01,4.37,21.0,6.0,13.0,18.0,6.0,8.0,2.0,13.0,1.0,2.0,0.0,0.0,H,1.58,2.3,2.0,0.0
E2,2024-10-19,Rotherham,Wrexham,0.0,1.0,0.0,1.0,A,2.25,3.29,3.08,11.0,16.0,17.0,13.0,6.0,7.0,8.0,4.0,1.0,3.0,0.0,0.0,A,1.99,1.78,0.0,0.0
I2,2024-10-19,Salernitana,Spezia,0.0,2.0,0.0,0.0,D,2.68,3.11,2.69,9.0,15.0,18.0,14.0,5.0,4.0,5.0,9.0,4.0,1.0,0.0,0.0,A,2.07,1.72,0.0,2.0
