Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,HTR,AvgH,AvgD,AvgA,HF,AF,HS,AS,HST,AST,HC,AC,HY,AY,HR,AR,FTR,Avg>2.5,Avg<2.5,SHG,SAG
E2,2023-02-04,Accrington,Lincoln,0.0,3.0,0.0,1.0,A,2.28,3.26,3.12,12.0,16.0,6.0,21.0,2.0,11.0,1.0,0.0,2.0,2.0,1.0,0.0,A,2.06,1.74,0.0,2.0
E0,2023-02-04,Aston Villa,Leicester,2.0,4.0,2.0,3.0,A,1.99,3.64,3.83,10.0,10.0,19.0,9.0,4.0,5.0,11.0,3.0,0.0,2.0,0.0,0.0,A,1.91,1.92,0.0,1.0
SP1,2023-02-04,Ath Madrid,Getafe,1.0,1.0,0.0,0.0,D,1.42,4.24,9.63,11.0,18.0,12.0,9.0,4.0,1.0,8.0,0.0,3.0,5.0,0.0,0.0,D,2.42,1.57,1.0,1.0
SP1,2023-02-04,Betis,Celta,3.0,4.0,2.0,2.0,D,2.22,3.16,3.65,11.0,13.0,15.0,9.0,7.0,7.0,5.0,5.0,2.0,3.0,1.0,0.0,A,2.49,1.55,1.0,2.0
D1,2023-02-04,Bochum,Hoffenheim,5.0,2.0,3.0,0.0,H,2.77,3.59,2.5,13.0,15.0,17.0,10.0,11.0,4.0,6.0,6.0,2.0,3.0,0.0,0.0,H,1.7,2.19,2.0,2.0
E2,2023-02-04,Bolton,Cheltenham,1.0,0.0,0.0,0.0,D,1.51,4.13,6.16,7.0,12.0,14.0,10.0,2.0,3.0,7.0,6.0,1.0,3.0,0.0,0.0,H,1.89,1.89,1.0,0.0
E3,2023-02-04,Bradford,Mansfield,1.0,1.0,1.0,0.0,H,2.58,3.22,2.71,6.0,18.0,12.0,12.0,7.0,6.0,9.0,4.0,1.0,3.0,0.0,0.0,D,2.09,1.7,0.0,1.0
E0,2023-02-04,Brentford,Southampton,3.0,0.0,2.0,0.0,H,1.89,3.64,4.21,10.0,9.0,14.0,14.0,4.0,6.0,4.0,4.0,1.0,2.0,0.0,0.0,H,1.99,1.84,1.0,0.0
E0,2023-02-04,Brighton,Bournemouth,1.0,0.0,0.0,0.0,D,1.35,5.22,9.18,14.0,7.0,20.0,12.0,6.0,2.0,7.0,3.0,3.0,1.0,0.0,0.0,H,1.71,2.18,1.0,0.0
E2,2023-02-04,Bristol Rvs,Milton Keynes Dons,0.0,2.0,0.0,1.0,A,2.19,3.41,3.15,11.0,17.0,6.0,11.0,1.0,4.0,3.0,5.0,2.0,5.0,0.0,0.0,A,1.93,1.84,0.0,1.0
E2,2023-02-04,Cambridge,Ipswich,1.0,1.0,1.0,0.0,H,6.95,4.48,1.43,6.0,11.0,6.0,14.0,2.0,4.0,4.0,8.0,2.0,2.0,0.0,0.0,D,1.79,1.99,0.0,1.0
E3,2023-02-04,Carlisle,Harrogate,0.0,1.0,0.0,0.0,D,1.61,3.84,5.34,10.0,14.0,19.0,3.0,8.0,0.0,10.0,2.0,2.0,2.0,0.0,0.0,A,1.88,1.89,0.0,1.0
B1,2023-02-04,Cercle Brugge,Standard,1.0,1.0,0.0,0.0,D,2.12,3.47,3.33,21.0,14.0,13.0,8.0,3.0,2.0,4.0,1.0,3.0,3.0,0.0,0.0,D,1.85,1.95,1.0,1.0
E3,2023-02-04,Colchester,Barrow,1.0,1.0,0.0,0.0,D,2.53,3.07,2.87,13.0,16.0,7.0,12.0,3.0,3.0,8.0,8.0,3.0,4.0,0.0,0.0,D,2.28,1.59,1.0,1.0
I1,2023-02-04,Cremonese,Lecce,0.0,2.0,0.0,0.0,D,2.68,3.1,2.86,12.0,15.0,12.0,9.0,3.0,4.0,4.0,8.0,1.0,2.0,0.0,0.0,A,2.39,1.59,0.0,2.0
E3,2023-02-04,Crewe,Grimsby,0.0,3.0,0.0,2.0,A,3.31,3.26,2.17,10.0,9.0,7.0,15.0,0.0,5.0,8.0,1.0,0.0,1.0,0.0,0.0,A,2.04,1.73,0.0,1.0
E2,2023-02-04,Derby,Morecambe,5.0,0.0,1.0,0.0,H,1.32,5.09,9.27,6.0,17.0,26.0,4.0,12.0,0.0,8.0,3.0,0.0,4.0,0.0,0.0,H,1.69,2.13,4.0,0.0
E3,2023-02-04,Doncaster,Hartlepool,0.0,1.0,0.0,0.0,D,1.87,3.56,3.97,6.0,9.0,14.0,5.0,5.0,1.0,6.0,3.0,1.0,1.0,0.0,0.0,A,1.97,1.8,0.0,1.0
D1,2023-02-04,Dortmund,Freiburg,5.0,1.0,1.0,1.0,D,1.68,4.17,4.83,13.0,14.0,24.0,6.0,8.0,3.0,14.0,0.0,3.0,4.0,0.0,1.0,H,1.65,2.28,4.0,0.0
D1,2023-02-04,Ein Frankfurt,Hertha,3.0,0.0,2.0,0.0,H,1.49,4.62,6.45,12.0,10.0,10.0,13.0,4.0,3.0,7.0,1.0,1.0,2.0,0.0,0.0,H,1.64,2.3,1.0,0.0
SP1,2023-02-04,Elche,Villarreal,3.0,1.0,2.0,1.0,H,5.22,3.87,1.69,19.0,8.0,18.0,14.0,7.0,2.0,6.0,10.0,4.0,2.0,0.0,0.0,H,1.99,1.85,1.0,0.0
SP1,2023-02-04,Espanol,Osasuna,1.0,1.0,0.0,1.0,A,2.58,3.05,3.03,9.0,17.0,9.0,9.0,4.0,3.0,4.0,3.0,3.0,5.0,1.0,1.0,D,2.56,1.52,1.0,0.0
B1,2023-02-04,Eupen,Westerlo,1.0,1.0,0.0,1.0,A,3.05,3.53,2.22,18.0,7.0,7.0,15.0,3.0,6.0,4.0,7.0,1.0,0.0,0.0,0.0,D,1.78,2.02,1.0,0.0
E0,2023-02-04,Everton,Arsenal,1.0,0.0,0.0,0.0,D,8.22,4.75,1.41,13.0,8.0,12.0,15.0,4.0,3.0,7.0,5.0,4.0,1.0,0.0,0.0,H,1.84,1.99,1.0,0.0
N1,2023-02-04,Excelsior,Waalwijk,0.0,0.0,0.0,0.0,D,2.7,3.53,2.5,5.0,7.0,15.0,17.0,3.0,6.0,10.0,0.0,1.0,2.0,0.0,0.0,D,1.76,2.06,0.0,0.0
E2,2023-02-04,Exeter,Charlton,1.0,2.0,1.0,2.0,A,2.34,3.3,2.99,8.0,15.0,13.0,9.0,5.0,4.0,14.0,3.0,2.0,2.0,0.0,0.0,A,1.97,1.81,0.0,0.0
N1,2023-02-04,FC Emmen,Vitesse,2.0,2.0,1.0,2.0,A,2.71,3.24,2.64,7.0,9.0,6.0,14.0,3.0,8.0,6.0,4.0,1.0,4.0,0.0,0.0,D,2.12,1.72,1.0,0.0
D1,2023-02-04,FC Koln,RB Leipzig,0.0,0.0,0.0,0.0,D,3.95,3.76,1.92,10.0,15.0,9.0,7.0,0.0,2.0,5.0,1.0,3.0,4.0,0.0,0.0,D,1.73,2.13,0.0,0.0
E2,2023-02-04,Fleetwood Town,Burton,2.0,3.0,0.0,0.0,D,2.16,3.33,3.31,9.0,8.0,16.0,16.0,3.0,6.0,5.0,3.0,0.0,1.0,0.0,0.0,A,2.02,1.77,2.0,3.0
E2,2023-02-04,Forest Green,Peterboro,0.0,2.0,0.0,0.0,D,3.86,3.67,1.88,18.0,13.0,6.0,11.0,2.0,4.0,6.0,3.0,4.0,2.0,0.0,0.0,A,1.8,1.98,0.0,2.0
E3,2023-02-04,Gillingham,Crawley Town,1.0,0.0,0.0,0.0,D,1.88,3.38,4.17,9.0,7.0,14.0,5.0,8.0,2.0,5.0,6.0,0.0,0.0,0.0,0.0,H,2.23,1.62,1.0,0.0
SC0,2023-02-04,Hearts,Dundee United,3.0,1.0,0.0,1.0,A,1.67,3.9,4.88,13.0,11.0,19.0,10.0,7.0,2.0,10.0,3.0,3.0,2.0,1.0,1.0,H,1.75,2.06,3.0,0.0
E1,2023-02-04,Huddersfield,QPR,1.0,1.0,1.0,1.0,D,3.07,3.18,2.42,14.0,13.0,6.0,11.0,4.0,2.0,8.0,4.0,2.0,2.0,0.0,0.0,D,2.29,1.62,0.0,0.0
E1,2023-02-04,Hull,Cardiff,1.0,0.0,0.0,0.0,D,2.15,3.25,3.53,10.0,7.0,12.0,14.0,4.0,3.0,3.0,7.0,2.0,0.0,0.0,0.0,H,2.26,1.63,1.0,0.0
E3,2023-02-04,Leyton Orient,AFC Wimbledon,1.0,0.0,0.0,0.0,D,1.85,3.33,4.42,16.0,8.0,12.0,11.0,5.0,2.0,8.0,2.0,3.0,1.0,0.0,0.0,H,2.32,1.58,1.0,0.0
SC0,2023-02-04,Livingston,Kilmarnock,3.0,1.0,3.0,0.0,H,2.25,3.17,3.32,16.0,13.0,12.0,9.0,7.0,3.0,5.0,5.0,2.0,2.0,0.0,0.0,H,2.35,1.58,0.0,1.0
E1,2023-02-04,Luton,Stoke,1.0,0.0,1.0,0.0,H,2.24,3.25,3.33,11.0,7.0,11.0,7.0,4.0,1.0,7.0,5.0,2.0,3.0,0.0,0.0,H,2.25,1.64,0.0,0.0
D1,2023-02-04,M'gladbach,Schalke 04,0.0,0.0,0.0,0.0,D,1.54,4.61,5.66,9.0,15.0,17.0,18.0,4.0,5.0,9.0,5.0,2.0,3.0,0.0,0.0,D,1.56,2.43,0.0,0.0
E0,2023-02-04,Man United,Crystal Palace,2.0,1.0,1.0,0.0,H,1.4,4.83,8.33,9.0,9.0,14.0,10.0,5.0,3.0,5.0,5.0,1.0,2.0,1.0,0.0,H,1.85,1.99,1.0,1.0
E1,2023-02-04,Middlesbrough,Blackpool,3.0,0.0,1.0,0.0,H,1.54,4.08,6.3,14.0,12.0,13.0,13.0,6.0,1.0,9.0,7.0,1.0,2.0,0.0,0.0,H,1.81,2.0,2.0,0.0
E1,2023-02-04,Millwall,Sunderland,1.0,1.0,0.0,0.0,D,2.07,3.34,3.69,19.0,10.0,14.0,5.0,2.0,1.0,5.0,6.0,3.0,1.0,0.0,0.0,D,2.19,1.68,1.0,1.0
E0,2023-02-04,Newcastle,West Ham,1.0,1.0,1.0,1.0,D,1.62,3.92,6.03,11.0,13.0,8.0,10.0,2.0,1.0,4.0,2.0,2.0,1.0,0.0,0.0,D,2.06,1.78,0.0,0.0
E3,2023-02-04,Newport County,Swindon,2.0,1.0,0.0,0.0,D,2.62,3.26,2.64,16.0,9.0,16.0,6.0,7.0,2.0,6.0,2.0,4.0,1.0,0.0,1.0,H,1.98,1.79,2.0,1.0
E3,2023-02-04,Northampton,Walsall,0.0,0.0,0.0,0.0,D,2.06,3.22,3.65,11.0,16.0,8.0,8.0,2.0,1.0,1.0,3.0,1.0,3.0,1.0,0.0,D,2.27,1.6,0.0,0.0
E1,2023-02-04,Norwich,Burnley,0.0,3.0,0.0,1.0,A,2.53,3.35,2.76,15.0,15.0,8.0,13.0,1.0,6.0,5.0,3.0,5.0,3.0,0.0,0.0,A,1.98,1.83,0.0,2.0
E2,2023-02-04,Oxford,Shrewsbury,0.0,1.0,0.0,0.0,D,2.09,3.35,3.46,13.0,17.0,16.0,7.0,6.0,4.0,8.0,1.0,2.0,3.0,0.0,0.0,A,1.98,1.8,0.0,1.0
F1,2023-02-04,Paris SG,Toulouse,2.0,1.0,1.0,1.0,D,1.37,5.41,7.45,9.0,14.0,22.0,14.0,5.0,5.0,6.0,2.0,2.0,2.0,0.0,0.0,H,1.45,2.75,1.0,0.0
E2,2023-02-04,Port Vale,Wycombe,0.0,3.0,0.0,1.0,A,2.53,3.28,2.72,13.0,13.0,12.0,13.0,0.0,4.0,5.0,7.0,1.0,3.0,0.0,0.0,A,2.04,1.74,0.0,2.0
E2,2023-02-04,Portsmouth,Barnsley,1.0,1.0,0.0,0.0,D,2.4,3.36,2.85,16.0,16.0,14.0,12.0,3.0,2.0,8.0,5.0,0.0,1.0,0.0,0.0,D,1.92,1.86,1.0,1.0
E1,2023-02-04,Preston,Bristol City,1.0,2.0,0.0,2.0,A,2.45,3.22,2.98,10.0,12.0,17.0,6.0,6.0,3.0,5.0,3.0,1.0,4.0,0.0,0.0,A,2.17,1.69,1.0,0.0
SC0,2023-02-04,Rangers,Ross County,2.0,1.0,1.0,0.0,H,1.12,8.71,19.23,8.0,9.0,26.0,10.0,7.0,3.0,4.0,6.0,4.0,2.0,0.0,0.0,H,1.4,2.83,1.0,1.0
E1,2023-02-04,Reading,Watford,2.0,2.0,0.0,1.0,A,2.85,3.22,2.54,17.0,17.0,14.0,12.0,6.0,4.0,4.0,4.0,3.0,4.0,0.0,0.0,D,2.21,1.67,2.0,1.0
F1,2023-02-04,Rennes,Lille,1.0,3.0,1.0,0.0,H,2.32,3.42,3.12,16.0,9.0,10.0,15.0,6.0,6.0,2.0,1.0,1.0,2.0,0.0,0.0,A,2.03,1.82,0.0,3.0
I1,2023-02-04,Roma,Empoli,2.0,0.0,2.0,0.0,H,1.5,4.21,7.13,10.0,18.0,12.0,11.0,6.0,2.0,7.0,7.0,2.0,1.0,0.0,0.0,H,1.98,1.85,0.0,0.0
E1,2023-02-04,Rotherham,Sheffield United,0.0,0.0,0.0,0.0,D,4.96,3.81,1.69,13.0,6.0,6.0,12.0,3.0,2.0,3.0,5.0,1.0,1.0,0.0,0.0,D,1.94,1.86,0.0,0.0
E3,2023-02-04,Salford,Rochdale,2.0,1.0,1.0,0.0,H,1.9,3.47,3.95,12.0,16.0,14.0,10.0,3.0,5.0,4.0,7.0,2.0,1.0,0.0,0.0,H,1.97,1.8,1.0,1.0
I1,2023-02-04,Sassuolo,Atalanta,1.0,0.0,0.0,0.0,D,3.71,3.82,1.95,12.0,13.0,18.0,7.0,8.0,2.0,2.0,7.0,5.0,1.0,0.0,2.0,H,1.59,2.39,1.0,0.0
B1,2023-02-04,Seraing,Oud-Heverlee Leuven,2.0,1.0,1.0,1.0,D,4.07,3.63,1.86,10.0,10.0,14.0,19.0,4.0,5.0,7.0,11.0,1.0,0.0,0.0,0.0,H,1.86,1.94,1.0,0.0
E2,2023-02-04,Sheffield Weds,Plymouth,1.0,0.0,1.0,0.0,H,1.68,3.71,4.99,18.0,9.0,11.0,9.0,4.0,1.0,5.0,3.0,3.0,1.0,0.0,0.0,H,1.98,1.8,0.0,0.0
SC0,2023-02-04,St Mirren,Hibernian,0.0,1.0,0.0,0.0,D,2.72,3.27,2.58,13.0,6.0,8.0,9.0,3.0,3.0,5.0,4.0,1.0,2.0,0.0,0.0,A,2.07,1.74,0.0,1.0
B1,2023-02-04,St Truiden,Kortrijk,1.0,0.0,1.0,0.0,H,1.78,3.65,4.45,11.0,9.0,7.0,9.0,2.0,4.0,2.0,2.0,1.0,3.0,0.0,0.0,H,1.97,1.83,0.0,0.0
E3,2023-02-04,Stockport,Tranmere,3.0,2.0,2.0,1.0,H,1.75,3.45,4.82,11.0,11.0,13.0,11.0,5.0,5.0,3.0,8.0,0.0,1.0,0.0,0.0,H,2.17,1.65,1.0,1.0
E3,2023-02-04,Sutton,Stevenage,0.0,0.0,0.0,0.0,D,3.16,3.17,2.29,9.0,15.0,5.0,14.0,2.0,3.0,2.0,4.0,1.0,2.0,0.0,0.0,D,2.27,1.6,0.0,0.0
E1,2023-02-04,Swansea,Birmingham,3.0,4.0,2.0,1.0,H,1.85,3.55,4.32,7.0,12.0,14.0,14.0,6.0,6.0,1.0,3.0,1.0,2.0,0.0,0.0,A,2.07,1.75,1.0,3.0
F1,2023-02-04,Troyes,Lyon,1.0,3.0,0.0,1.0,A,4.52,4.09,1.72,10.0,14.0,8.0,10.0,2.0,6.0,5.0,6.0,0.0,1.0,0.0,0.0,A,1.68,2.2,1.0,2.0
D1,2023-02-04,Union Berlin,Mainz,2.0,1.0,1.0,0.0,H,1.98,3.41,4.1,12.0,10.0,9.0,9.0,5.0,2.0,5.0,5.0,1.0,1.0,0.0,0.0,H,2.23,1.67,1.0,1.0
N1,2023-02-04,Utrecht,Heerenveen,1.0,0.0,0.0,0.0,D,1.82,3.62,4.29,10.0,10.0,12.0,9.0,7.0,5.0,4.0,3.0,1.0,2.0,0.0,0.0,H,1.91,1.88,1.0,0.0
N1,2023-02-04,Volendam,AZ Alkmaar,1.0,1.0,0.0,0.0,D,5.02,4.59,1.56,12.0,10.0,9.0,13.0,2.0,3.0,2.0,6.0,1.0,3.0,1.0,0.0,D,1.48,2.6,1.0,1.0
E0,2023-02-04,Wolves,Liverpool,3.0,0.0,2.0,0.0,H,4.02,3.85,1.88,9.0,7.0,12.0,22.0,6.0,4.0,2.0,7.0,1.0,1.0,0.0,0.0,H,1.79,2.05,1.0,0.0
F1,2023-02-05,Ajaccio,Nantes,0.0,2.0,0.0,0.0,D,2.81,3.08,2.74,16.0,16.0,8.0,7.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,0.0,A,2.48,1.54,0.0,2.0
B1,2023-02-05,Antwerp,Club Brugge,0.0,0.0,0.0,0.0,D,2.57,3.32,2.7,12.0,22.0,7.0,4.0,2.0,1.0,2.0,5.0,1.0,5.0,0.0,0.0,D,1.88,1.9,0.0,0.0
F1,2023-02-05,Auxerre,Reims,0.0,0.0,0.0,0.0,D,3.48,3.5,2.1,13.0,10.0,12.0,8.0,3.0,4.0,4.0,5.0,2.0,0.0,0.0,0.0,D,2.07,1.78,0.0,0.0
SP1,2023-02-05,Barcelona,Sevilla,3.0,0.0,0.0,0.0,D,1.33,5.39,9.7,8.0,10.0,16.0,3.0,7.0,1.0,8.0,3.0,0.0,2.0,0.0,0.0,H,1.7,2.16,3.0,0.0
F1,2023-02-05,Brest,Lens,1.0,1.0,0.0,0.0,D,4.44,3.69,1.81,15.0,9.0,16.0,20.0,3.0,7.0,11.0,5.0,4.0,2.0,0.0,0.0,D,1.96,1.87,1.0,1.0
N1,2023-02-05,Cambuur,Ajax,0.0,5.0,0.0,2.0,A,10.69,6.0,1.25,18.0,6.0,4.0,20.0,1.0,5.0,3.0,6.0,3.0,1.0,0.0,0.0,A,1.51,2.52,0.0,3.0
F1,2023-02-05,Clermont,Monaco,0.0,2.0,0.0,2.0,A,4.04,3.79,1.87,9.0,21.0,8.0,14.0,3.0,5.0,2.0,4.0,1.0,2.0,0.0,0.0,A,1.83,2.01,0.0,0.0
N1,2023-02-05,Feyenoord,PSV Eindhoven,2.0,2.0,0.0,1.0,A,2.18,3.53,3.16,7.0,14.0,35.0,7.0,7.0,4.0,12.0,1.0,2.0,7.0,0.0,1.0,D,1.74,2.1,2.0,1.0
I1,2023-02-05,Fiorentina,Bologna,1.0,2.0,1.0,1.0,D,1.84,3.53,4.6,10.0,25.0,18.0,11.0,6.0,7.0,5.0,3.0,2.0,4.0,0.0,0.0,A,2.07,1.78,0.0,1.0
B1,2023-02-05,Gent,Genk,2.0,3.0,1.0,1.0,D,2.33,3.49,2.88,12.0,12.0,20.0,11.0,6.0,5.0,4.0,3.0,1.0,1.0,0.0,0.0,A,1.77,2.04,1.0,2.0
SP1,2023-02-05,Girona,Valencia,1.0,0.0,0.0,0.0,D,2.22,3.34,3.4,11.0,10.0,20.0,8.0,8.0,4.0,8.0,4.0,1.0,4.0,0.0,0.0,H,2.03,1.81,1.0,0.0
N1,2023-02-05,Go Ahead Eagles,Nijmegen,1.0,0.0,1.0,0.0,H,2.44,3.39,2.81,13.0,16.0,11.0,7.0,2.0,0.0,2.0,6.0,0.0,4.0,0.0,0.0,H,1.96,1.84,0.0,0.0
N1,2023-02-05,Groningen,Twente,1.0,1.0,0.0,1.0,A,5.27,4.01,1.62,8.0,14.0,19.0,9.0,7.0,1.0,5.0,5.0,0.0,1.0,0.0,0.0,D,1.87,1.93,1.0,0.0
I1,2023-02-05,Inter,Milan,1.0,0.0,1.0,0.0,H,1.99,3.54,3.87,13.0,14.0,15.0,4.0,4.0,0.0,8.0,0.0,2.0,5.0,0.0,0.0,H,1.83,2.01,0.0,0.0
F1,2023-02-05,Lorient,Angers,0.0,0.0,0.0,0.0,D,1.87,3.6,4.22,16.0,16.0,13.0,13.0,2.0,5.0,8.0,6.0,2.0,4.0,0.0,0.0,D,1.97,1.85,0.0,0.0
SP1,2023-02-05,Mallorca,Real Madrid,1.0,0.0,1.0,0.0,H,5.05,3.63,1.75,29.0,14.0,4.0,20.0,1.0,1.0,1.0,12.0,5.0,5.0,0.0,0.0,H,2.2,1.69,0.0,0.0
F1,2023-02-05,Marseille,Nice,1.0,3.0,0.0,2.0,A,1.71,3.85,4.97,10.0,5.0,22.0,14.0,5.0,8.0,9.0,1.0,0.0,1.0,0.0,0.0,A,1.96,1.86,1.0,1.0
B1,2023-02-05,Mechelen,Charleroi,2.0,2.0,2.0,0.0,H,2.25,3.52,3.0,12.0,11.0,10.0,17.0,7.0,8.0,4.0,7.0,0.0,3.0,1.0,0.0,D,1.8,2.0,0.0,2.0
E0,2023-02-05,Nott'm Forest,Leeds,1.0,0.0,1.0,0.0,H,2.64,3.43,2.71,15.0,14.0,6.0,10.0,2.0,4.0,0.0,2.0,4.0,2.0,0.0,0.0,H,1.91,1.93,0.0,0.0
SP1,2023-02-05,Sociedad,Valladolid,0.0,1.0,0.0,0.0,D,1.43,4.4,8.29,17.0,14.0,15.0,7.0,4.0,2.0,0.0,4.0,4.0,5.0,0.0,0.0,A,2.05,1.79,0.0,1.0
I1,2023-02-05,Spezia,Napoli,0.0,3.0,0.0,0.0,D,8.77,5.13,1.36,19.0,18.0,9.0,12.0,3.0,5.0,3.0,6.0,3.0,2.0,0.0,0.0,A,1.67,2.23,0.0,3.0
SC0,2023-02-05,St Johnstone,Celtic,1.0,4.0,1.0,3.0,A,13.42,6.92,1.19,5.0,11.0,6.0,12.0,2.0,4.0,3.0,4.0,2.0,2.0,1.0,0.0,A,1.43,2.71,0.0,1.0
B1,2023-02-05,St. Gilloise,Waregem,4.0,0.0,1.0,0.0,H,1.36,5.03,7.69,8.0,9.0,14.0,7.0,8.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0,H,1.59,2.32,3.0,0.0
F1,2023-02-05,Strasbourg,Montpellier,2.0,0.0,2.0,0.0,H,2.11,3.32,3.68,11.0,16.0,6.0,11.0,2.0,0.0,4.0,7.0,3.0,1.0,1.0,0.0,H,1.96,1.86,0.0,0.0
D1,2023-02-05,Stuttgart,Werder Bremen,0.0,2.0,0.0,0.0,D,2.06,3.71,3.45,8.0,17.0,16.0,9.0,5.0,4.0,8.0,4.0,2.0,5.0,0.0,0.0,A,1.67,2.22,0.0,2.0
I1,2023-02-05,Torino,Udinese,1.0,0.0,0.0,0.0,D,2.32,3.18,3.34,13.0,8.0,11.0,11.0,3.0,3.0,6.0,5.0,1.0,1.0,0.0,0.0,H,2.18,1.7,1.0,0.0
E0,2023-02-05,Tottenham,Man City,1.0,0.0,1.0,0.0,H,4.43,4.16,1.75,19.0,14.0,12.0,15.0,3.0,5.0,4.0,6.0,2.0,3.0,1.0,0.0,H,1.64,2.27,0.0,0.0
D1,2023-02-05,Wolfsburg,Bayern Munich,2.0,4.0,1.0,3.0,A,5.05,4.61,1.59,10.0,9.0,19.0,9.0,5.0,4.0,7.0,4.0,2.0,6.0,0.0,1.0,A,1.44,2.81,1.0,1.0
E1,2023-02-06,Blackburn,Wigan,0.0,0.0,0.0,0.0,D,1.99,3.4,3.82,10.0,13.0,9.0,11.0,3.0,1.0,7.0,7.0,3.0,1.0,0.0,0.0,D,2.13,1.71,0.0,0.0
I1,2023-02-06,Monza,Sampdoria,2.0,2.0,1.0,1.0,D,1.83,3.5,4.71,12.0,12.0,17.0,11.0,5.0,6.0,9.0,3.0,2.0,4.0,0.0,0.0,D,2.12,1.74,1.0,1.0
SP1,2023-02-06,Vallecano,Almeria,2.0,0.0,0.0,0.0,D,1.75,3.73,4.88,16.0,9.0,15.0,14.0,11.0,5.0,3.0,7.0,3.0,3.0,0.0,0.0,H,2.02,1.81,2.0,0.0
I1,2023-02-06,Verona,Lazio,1.0,1.0,0.0,1.0,A,3.82,3.46,2.02,16.0,12.0,15.0,9.0,4.0,2.0,6.0,5.0,4.0,1.0,0.0,0.0,D,2.05,1.78,1.0,0.0
E1,2023-02-07,Blackpool,Huddersfield,2.0,2.0,0.0,1.0,A,2.26,3.2,3.35,9.0,7.0,10.0,13.0,3.0,6.0,3.0,7.0,1.0,3.0,1.0,0.0,D,2.29,1.63,2.0,1.0
E3,2023-02-07,Crewe,Leyton Orient,0.0,2.0,0.0,1.0,A,5.03,3.25,1.78,12.0,13.0,5.0,12.0,1.0,3.0,4.0,9.0,1.0,0.0,0.0,0.0,A,2.58,1.48,0.0,1.0
E3,2023-02-07,Doncaster,Tranmere,2.0,0.0,0.0,0.0,D,2.93,3.16,2.45,6.0,11.0,6.0,18.0,2.0,6.0,0.0,9.0,1.0,3.0,0.0,0.0,H,2.22,1.63,2.0,0.0
E2,2023-02-07,Port Vale,Accrington,1.0,1.0,0.0,0.0,D,1.84,3.5,4.26,21.0,7.0,15.0,5.0,6.0,2.0,4.0,3.0,4.0,2.0,0.0,1.0,D,2.03,1.77,1.0,1.0
I1,2023-02-07,Salernitana,Juventus,0.0,3.0,0.0,2.0,A,7.07,4.25,1.5,9.0,12.0,10.0,17.0,1.0,5.0,6.0,3.0,1.0,1.0,0.0,0.0,A,1.97,1.87,0.0,1.0
E0,2023-02-08,Man United,Leeds,2.0,2.0,0.0,1.0,A,1.47,4.83,6.54,7.0,11.0,24.0,8.0,7.0,2.0,6.0,5.0,1.0,3.0,0.0,0.0,D,1.6,2.37,2.0,1.0
N1,2023-02-10,AZ Alkmaar,Excelsior,5.0,0.0,5.0,0.0,H,1.26,6.07,10.14,9.0,9.0,21.0,3.0,11.0,1.0,10.0,0.0,0.0,1.0,0.0,0.0,H,1.43,2.8,0.0,0.0
E1,2023-02-10,Birmingham,West Brom,2.0,0.0,1.0,0.0,H,3.75,3.36,2.04,13.0,7.0,12.0,5.0,4.0,1.0,5.0,6.0,3.0,3.0,0.0,0.0,H,2.16,1.69,1.0,0.0
SP1,2023-02-10,Cadiz,Girona,2.0,0.0,2.0,0.0,H,3.06,3.18,2.5,17.0,11.0,12.0,7.0,3.0,1.0,5.0,6.0,4.0,4.0,0.0,0.0,H,2.37,1.6,0.0,0.0
B1,2023-02-10,Club Brugge,St. Gilloise,1.0,1.0,1.0,1.0,D,2.54,3.34,2.73,13.0,10.0,10.0,19.0,4.0,2.0,5.0,3.0,1.0,4.0,0.0,0.0,D,1.91,1.89,0.0,0.0
B1,2023-02-10,Eupen,Mechelen,2.0,1.0,0.0,1.0,A,2.57,3.45,2.62,16.0,16.0,11.0,14.0,3.0,4.0,4.0,2.0,0.0,4.0,0.0,0.0,H,1.8,2.0,2.0,0.0
I1,2023-02-10,Milan,Torino,1.0,0.0,0.0,0.0,D,1.83,3.5,4.81,10.0,20.0,9.0,12.0,4.0,2.0,3.0,8.0,1.0,4.0,0.0,0.0,H,2.18,1.71,1.0,0.0
F1,2023-02-10,Nice,Ajaccio,3.0,0.0,1.0,0.0,H,1.58,3.82,6.6,9.0,7.0,11.0,6.0,3.0,3.0,5.0,5.0,1.0,0.0,0.0,0.0,H,2.3,1.64,2.0,0.0
B1,2023-02-10,Oud-Heverlee Leuven,Cercle Brugge,0.0,0.0,0.0,0.0,D,2.36,3.42,2.91,12.0,10.0,7.0,11.0,1.0,5.0,6.0,7.0,1.0,0.0,0.0,0.0,D,1.78,2.03,0.0,0.0
D1,2023-02-10,Schalke 04,Wolfsburg,0.0,0.0,0.0,0.0,D,3.8,3.69,1.97,10.0,20.0,17.0,8.0,5.0,2.0,9.0,3.0,1.0,4.0,0.0,0.0,D,1.85,1.99,0.0,0.0
E3,2023-02-11,AFC Wimbledon,Carlisle,0.0,0.0,0.0,0.0,D,2.94,3.17,2.42,9.0,12.0,10.0,12.0,3.0,4.0,2.0,7.0,1.0,2.0,0.0,0.0,D,2.26,1.6,0.0,0.0
